58,87
99,87
102,87
49,88
56,88
68,88
99,88
101,88
104,88
134,88
38,89
45,89
54,89
78,89
47,90
51,90
67,90
69,90
101,90
117,90
101,91
37,92
50,92
60,92
67,92
100,92
125,92
132,92
136,92
39,93
51,93
59,93
67,93
71,93
104,93
111,93
112,93
121,93
119,94
125,94
128,94
61,95
132,96
9,97
48,97
51,97
52,97
58,97
119,97
45,98
37,99
117,99
10,100
36,100
6,102
7,102
8,102
135,102
52,103
54,103
56,103
117,103
121,103
3,104
13,104
51,104
121,104
138,104
31,105
130,105
15,106
32,106
37,106
122,106
127,106
132,106
2,107
10,107
130,107
30,108
43,108
50,108
130,108
60,109
61,109
117,109
123,109
136,109
16,111
1,112
33,112
47,112
79,112
123,112
72,113
80,113
58,114
68,114
30,115
37,115
68,115
69,115
75,115
122,115
47,116
74,116
78,116
50,117
128,118
130,118
34,119
36,119
16,120
132,120
12,121
45,121
48,121
121,121
49,122
50,122
55,122
56,122
58,122
59,122
50,123
55,123
59,123
14,124
35,124
45,124
47,124
132,124
11,125
15,125
36,125
39,125
42,125
48,125
51,125
56,125
131,125
18,126
38,126
40,126
48,126
52,126
55,126
57,126
14,128
35,128
36,128
46,128
47,128
50,128
55,128
37,129
47,129
50,129
58,129
40,130
57,131
46,132
49,132
39,133
42,133
51,133
53,133
49,134
51,134
52,134
59,134
42,135
47,135
48,135
36,136
54,136
40,137
44,137
57,137
37,139
41,139
51,139
54,139
17,5
18,5
19,5
20,5
22,5
23,5
24,5
25,5
26,5
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
17,7
18,7
20,7
21,7
22,7
23,7
24,7
25,7
26,7
17,8
18,8
19,8
21,8
22,8
23,8
24,8
25,8
17,9
18,9
19,9
20,9
21,9
22,9
23,9
24,9
25,9
26,9
17,10
18,10
19,10
20,10
0,0
1,0
2,0
3,0
4,0
0,1
1,1
2,1
3,1
4,1
5,1
0,2
1,2
2,2
3,2
4,2
5,2
6,2
0,3
1,3
2,3
3,3
4,3
5,3
6,3
7,3
59,3
60,3
61,3
62,3
63,3
64,3
65,3
66,3
67,3
68,3
69,3
70,3
0,4
2,4
3,4
4,4
5,4
6,4
8,4
59,4
60,4
61,4
62,4
63,4
72,0
73,0
74,0
75,0
76,0
77,0
78,0
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
82,1
83,1
84,1
85,1
86,1
72,2
73,2
74,2
75,2
76,2
77,2
79,2
80,2
81,2
82,2
83,2
85,2
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,3
83,3
84,3
85,3
86,3
72,4
73,4
74,4
57,25
58,25
59,25
60,25
61,25
62,25
63,25
64,25
65,25
66,25
67,25
68,25
69,25
70,25
71,25
43,26
44,26
45,26
47,26
48,26
49,26
50,26
51,26
52,26
53,26
55,26
56,26
57,26
58,26
59,26
60,26
61,26
62,26
63,26
64,26
65,26
66,26
67,26
68,26
69,26
70,26
71,26
43,27
44,27
45,27
47,27
48,27
49,27
50,27
51,27
37,121
38,121
39,121
40,121
41,121
42,121
43,121
44,121
46,121
47,121
49,121
50,121
51,121
52,121
53,121
54,121
55,121
56,121
57,121
58,121
59,121
36,122
37,122
38,122
39,122
40,122
41,122
42,122
43,122
44,122
45,122
46,122
47,122
48,122
51,122
52,122
53,122
54,122
57,122
35,123
36,123
37,123
38,123
39,123
40,123
41,123
42,123
43,123
44,123
45,123
6,28
7,28
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
138,28
139,28
140,28
141,28
142,28
143,28
6,29
7,29
9,29
11,29
12,29
13,29
14,29
15,29
137,29
138,29
140,29
141,29
142,29
143,29
6,30
7,30
8,30
9,30
10,30
11,30
12,30
13,30
14,30
15,30
137,30
138,30
139,30
140,30
141,30
142,30
143,30
6,31
7,31
8,31
94,25
95,25
96,25
97,25
98,25
99,25
100,25
101,25
102,25
103,25
104,25
105,25
106,25
107,25
108,25
109,25
110,25
111,25
112,25
113,25
114,25
94,26
95,26
96,26
97,26
98,26
99,26
100,26
101,26
102,26
103,26
104,26
105,26
106,26
107,26
108,26
109,26
110,26
111,26
112,26
113,26
114,26
94,27
95,27
96,27
97,27
98,27
99,27
100,27
101,27
51,3
52,3
53,3
54,3
55,3
56,3
50,4
51,4
53,4
54,4
55,4
56,4
57,4
50,5
51,5
52,5
53,5
54,5
56,5
57,5
50,6
51,6
52,6
53,6
54,6
55,6
56,6
57,6
50,7
51,7
52,7
54,7
55,7
50,8
51,8
52,8
54,8
55,8
56,8
57,8
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
50,10
51,10
135,82
136,82
137,82
138,82
128,83
129,83
131,83
132,83
134,83
135,83
136,83
137,83
138,83
121,84
122,84
123,84
124,84
125,84
127,84
128,84
129,84
130,84
131,84
133,84
134,84
135,84
137,84
138,84
117,85
118,85
119,85
120,85
121,85
122,85
123,85
124,85
125,85
126,85
128,85
130,85
131,85
132,85
133,85
134,85
135,85
136,85
137,85
138,85
118,86
119,86
